County,Year,Gender,Level,Enrollment
Mandera,2010,female,primary,9947
Kericho,2013,female,primary,7688
Marsabit,2010,male,secondary,3908
Meru,2011,female,secondary,2803
Tana River,2015,male,secondary,4379
Kajiado,2013,male,secondary,98
Mombasa,2021,female,secondary,8388
Makueni,2015,female,secondary,877
Kirinyaga,2022,male,primary,1868
Tana River,2020,male,secondary,2665
Kiambu,2021,female,secondary,2415
Tharaka-Nithi,2015,male,primary,8761
Kajiado,2013,female,primary,2637
Kakamega,2014,male,primary,7242
Uasin Gishu,2021,male,secondary,9257
Lamu,2012,male,secondary,8613
Taita Taveta,2016,male,secondary,1204
Kiambu,2011,male,primary,544
Samburu,2012,male,secondary,1223
Machakos,2015,male,secondary,3172
Kilifi,2014,male,secondary,8959
Kisumu,2010,female,secondary,6450
Embu,2015,female,secondary,6520
Nyeri,2012,female,primary,654
Nyandarua,2018,female,primary,2446
Bomet,2013,male,secondary,5892
Makueni,2020,female,primary,8412
Samburu,2020,male,primary,3666
Kitui,2022,female,primary,4277
Nyandarua,2021,female,primary,4402
Meru,2011,male,secondary,2569
Laikipia,2017,female,secondary,5515
Migori,2010,female,primary,9205
Wajir,2010,female,primary,3985
Tana River,2015,male,secondary,8167
Kilifi,2022,female,secondary,7448
Kirinyaga,2014,male,primary,4310
Kisumu,2012,male,primary,3019
Trans Nzoia,2011,female,secondary,9635
Kiambu,2022,female,secondary,572
Embu,2015,male,secondary,9524
West Pokot,2020,male,primary,4753
Makueni,2010,male,secondary,7082
Kilifi,2021,female,primary,4002
Nairobi,2014,male,primary,5629
Nyeri,2017,female,primary,8417
Murang'a,2015,female,primary,4200
Kirinyaga,2020,male,secondary,1997
Garissa,2017,female,secondary,8963
Garissa,2011,female,secondary,7422
Nairobi,2012,male,primary,4524
Taita Taveta,2015,male,primary,8625
West Pokot,2019,male,secondary,3407
Kakamega,2010,female,secondary,6731
Uasin Gishu,2021,female,primary,9057
Murang'a,2019,female,secondary,2793
Machakos,2021,female,secondary,7334
Homa Bay,2019,male,primary,2911
Turkana,2015,male,secondary,7952
Homa Bay,2021,male,secondary,2415
Mombasa,2020,female,primary,250
West Pokot,2021,female,secondary,4951
Kajiado,2019,male,primary,8098
Kirinyaga,2015,female,primary,5289
Samburu,2018,male,primary,8102
Wajir,2022,male,primary,7257
Kitui,2012,female,primary,5565
Kirinyaga,2015,female,primary,9110
Kitui,2012,female,primary,1173
Wajir,2011,female,primary,8624
Samburu,2015,male,primary,835
Marsabit,2018,female,primary,2262
Kiambu,2011,male,primary,9089
Narok,2013,male,secondary,4567
Vihiga,2011,male,primary,3815
 ,2014,female,secondary,246
Bomet,2017,female,secondary,2429
Kisumu,2014,female,secondary,9182
Embu,2017,male,primary,9118
Kakamega,2016,female,primary,5287
Busia,2013,male,secondary,2607
Tana River,2021,male,primary,9266
Taita Taveta,2015,female,primary,5930
Narok,2010,female,primary,4022
Laikipia,2019,male,primary,4784
Mombasa,2022,male,primary,6617
Isiolo,2012,female,secondary,3151
Makueni,2014,male,primary,5580
Nakuru,2021,male,primary,7054
Lamu,2010,female,primary,7706
Kitui,2014,female,secondary,7619
Kisumu,2016,female,secondary,4573
Samburu,2017,male,secondary,3491
Nyeri,2018,male,primary,706
Trans Nzoia,2018,male,primary,6997
Makueni,2013,female,primary,5233
Narok,2016,female,primary,8945
Samburu,2015,male,primary,5755
Murang'a,2018,female,secondary,6960
Nairobi,2022,female,secondary,8779
Lamu,2018,male,primary,1334
Wajir,2016,male,primary,5588
Isiolo,2013,female,secondary,1847
Nairobi,2020,female,primary,6851
Kericho,2021,female,primary,7211
Kirinyaga,2015,female,secondary,7865
Kiambu,2018,female,secondary,3317
Trans Nzoia,2021,male,primary,6811
Kisumu,2016,female,primary,164
Marsabit,2011,male,primary,7060
Nyandarua,2018,female,primary,3057
Mandera,2020,male,secondary,4428
Kiambu,2016,male,primary,402
Homa Bay,2017,female,primary,8605
Vihiga,2011,male,primary,8236
Machakos,2020,male,primary,6349
Migori,2021,male,primary,4157
Lamu,2015,male,secondary,8210
Narok,2011,male,primary,364
Meru,2015,male,secondary,6571
Uasin Gishu,2022,female,secondary,579
Nakuru,2017,male,secondary,7674
Makueni,2013,female,primary,8737
Makueni,2015,male,secondary,6468
Bomet,2011,female,secondary,4150
Lamu,2021,male,secondary,3039
Mandera,2014,female,secondary,4137
Kilifi,2018,female,secondary,452
Wajir,2017,male,primary,6537
Embu,2011,male,secondary,1381
Kakamega,2013,female,secondary,8154
Homa Bay,2018,female,primary,1467
Homa Bay,2011,female,primary,2738
Uasin Gishu,2018,female,secondary,7572
Samburu,2017,male,primary,9408
Kiambu,2011,male,secondary,6747
Uasin Gishu,2012,male,secondary,880
Kiambu,2014,male,primary,3149
Nakuru,2015,female,secondary,8276
Wajir,2015,male,secondary,4144
Wajir,2018,male,primary,1168
Marsabit,2010,female,secondary,3129
Kisumu,2017,male,secondary,3645
West Pokot,2017,male,primary,2526
Kilifi,2011,male,secondary,3516
Machakos,2014,female,secondary,3367
Siaya,2016,male,secondary,7338
Taita Taveta,2020,male,secondary,3555
Turkana,2018,female,primary,5111
Bomet,2016,female,secondary,6752
Tharaka-Nithi,2011,male,secondary,445
Embu,2020,male,secondary,6364
Samburu,2022,female,secondary,3626
Kisumu,2021,male,secondary,4016
Tana River,2022,male,primary,3875
Nairobi,2012,male,secondary,5497
Wajir,2016,female,primary,6238
Bungoma,2021,male,primary,261
Kajiado,2018,male,primary,4992
Bungoma,2022,female,primary,4025
Tana River,2022,male,secondary,8283
West Pokot,2011,female,secondary,4222
Kajiado,2017,female,secondary,4175
Makueni,2016,male,primary,9174
Bomet,2015,female,secondary,5011
Turkana,2015,female,secondary,693
Mombasa,2019,female,primary,8347
Bomet,2022,male,secondary,1812
Bomet,2010,male,secondary,5724
Embu,2018,male,secondary,1407
Elgeyo Marakwet,2019,male,primary,9408
Turkana,2011,female,primary,1410
Garissa,2022,female,secondary,3497
Trans Nzoia,2019,male,secondary,4372
Turkana,2018,male,primary,7394
Machakos,2021,male,secondary,551
Kisumu,2011,male,secondary,9368
Elgeyo Marakwet,2010,female,primary,4332
Nyandarua,2015,female,primary,997
Uasin Gishu,2014,male,primary,4076
Nairobi,2019,female,secondary,6099
Nakuru,2011,male,primary,5555
West Pokot,2013,female,primary,4052
Taita Taveta,2011,male,primary,5303
Kilifi,2016,male,primary,8118
West Pokot,2019,male,secondary,6102
Kirinyaga,2018,male,secondary,5490
Wajir,2022,female,secondary,8564
Meru,2019,female,secondary,5616
West Pokot,2010,male,secondary,2248
Taita Taveta,2020,female,secondary,848
Murang'a,2017,male,primary,6354
Kericho,2020,female,secondary,8695
Machakos,2015,female,secondary,8070
Kakamega,2011,female,secondary,8894
Busia,2012,female,secondary,3625
Elgeyo Marakwet,2014,male,primary,314
 ,2016,female,primary,2376
Mandera,2019,female,secondary,9232
West Pokot,2016,male,secondary,4378
 ,2013,female,secondary,8449
Trans Nzoia,2017,female,secondary,574
Kirinyaga,2017,female,secondary,9744
Tana River,2010,male,secondary,5492
Wajir,2019,female,primary,8949
Kiambu,2016,male,primary,2810
Garissa,2018,female,primary,8134
Homa Bay,2010,female,primary,9296
Laikipia,2011,female,primary,5670
Nyeri,2018,male,secondary,7715
Siaya,2010,male,primary,6567
Kajiado,2013,male,secondary,3459
Busia,2021,female,primary,3992
Kilifi,2019,female,primary,7837
Homa Bay,2014,female,primary,203
Machakos,2014,male,secondary,2775
Kajiado,2020,female,primary,1992
Kericho,2019,female,secondary,8498
West Pokot,2014,male,secondary,1687
Kiambu,2014,female,secondary,4109
Elgeyo Marakwet,2013,male,primary,1860
Meru,2015,female,secondary,5176
Makueni,2013,male,primary,722
Taita Taveta,2020,male,primary,8971
Makueni,2015,male,primary,8720
Bungoma,2016,male,primary,4893
Wajir,2018,male,secondary,343
Marsabit,2022,male,primary,5398
Kakamega,2022,male,primary,8400
Turkana,2020,female,secondary,4736
Wajir,2020,male,secondary,3406
Narok,2010,female,secondary,9503
Marsabit,2016,male,primary,919
Busia,2015,male,primary,5819
Migori,2020,female,secondary,2044
Taita Taveta,2017,female,primary,418
Marsabit,2012,male,secondary,7378
Tharaka-Nithi,2013,female,secondary,1099
Kilifi,2010,male,secondary,3392
Kisumu,2021,male,secondary,2772
Kilifi,2016,male,secondary,6784
West Pokot,2012,male,secondary,1545
Nyeri,2010,male,primary,1070
Nyandarua,2011,male,secondary,6522
Laikipia,2014,male,primary,1850
Nairobi,2011,male,primary,5053
West Pokot,2013,male,secondary,2939
Kiambu,2018,female,secondary,7194
Isiolo,2011,male,secondary,5851
Nairobi,2017,female,primary,6673
West Pokot,2020,female,primary,678
Nyeri,2019,female,secondary,988
Nairobi,2022,female,secondary,9799
Garissa,2016,male,secondary,1502
Homa Bay,2014,female,secondary,1789
Mombasa,2016,male,primary,5281
Kilifi,2016,male,secondary,5027
Uasin Gishu,2012,female,secondary,1425
Uasin Gishu,2019,female,primary,6654
Isiolo,2022,male,secondary,2440
Siaya,2012,male,secondary,6856
Lamu,2018,male,secondary,7367
Uasin Gishu,2012,male,secondary,9470
Nakuru,2018,female,primary,2594
Trans Nzoia,2021,female,secondary,4689
Kericho,2018,female,primary,2436
West Pokot,2013,male,secondary,5517
Samburu,2016,female,primary,9219
Kirinyaga,2014,male,secondary,6310
Makueni,2010,male,primary,3539
Laikipia,2019,male,primary,3483
Marsabit,2016,female,secondary,7371
Machakos,2013,female,primary,2241
Kitui,2014,female,secondary,6378
Nyandarua,2017,female,secondary,2765
Marsabit,2013,male,secondary,9365
Kisumu,2020,male,secondary,4911
Laikipia,2013,female,primary,403
 ,2019,male,secondary,3382
Meru,2017,male,secondary,4163
Taita Taveta,2019,male,secondary,7630
Makueni,2016,female,primary,87
Kirinyaga,2020,female,secondary,9350
Tharaka-Nithi,2013,female,primary,5470
Bungoma,2021,male,secondary,6276
Kirinyaga,2014,female,primary,5739
Murang'a,2010,male,secondary,4273
Machakos,2021,male,primary,6523
Uasin Gishu,2013,male,primary,5003
West Pokot,2020,male,primary,8038
Wajir,2010,female,primary,6606
Bungoma,2011,male,primary,2064
Nyeri,2014,female,primary,5315
Uasin Gishu,2012,male,secondary,317
Samburu,2017,male,secondary,1502
Elgeyo Marakwet,2019,female,primary,6130
Narok,2021,female,primary,7419
West Pokot,2020,male,primary,2042
Kiambu,2014,male,secondary,4598
Kiambu,2017,female,secondary,118
Machakos,2017,female,primary,709
Murang'a,2016,male,secondary,3557
Kakamega,2016,female,secondary,3250
West Pokot,2015,male,secondary,8061
Busia,2021,female,secondary,8609
Kiambu,2018,male,primary,2603
Elgeyo Marakwet,2022,female,primary,1101
Tana River,2017,male,secondary,7857
Bungoma,2018,female,primary,8177
Kajiado,2017,male,secondary,6082
 ,2010,male,primary,6658
Makueni,2015,female,secondary,2261
Kirinyaga,2011,male,secondary,8021
Nakuru,2017,female,secondary,508
Meru,2022,female,secondary,2379
Vihiga,2015,male,primary,8879
 ,2018,female,primary,4752
Turkana,2020,female,secondary,9484
 ,2017,female,secondary,5495
Kitui,2022,female,secondary,3209
Garissa,2011,female,primary,7398
Kitui,2015,male,primary,6743
Kericho,2019,female,secondary,5648
Isiolo,2019,male,primary,7890
Nyandarua,2011,female,secondary,324
Kirinyaga,2014,female,primary,3557
Siaya,2013,male,primary,3587
Garissa,2015,female,primary,151
Bungoma,2012,male,primary,954
Meru,2021,female,primary,4354
Vihiga,2012,male,secondary,7160
Embu,2012,male,primary,9383
Kiambu,2022,male,secondary,687
Mombasa,2011,male,primary,8501
Bungoma,2020,female,primary,9694
Isiolo,2015,female,primary,3127
Nyeri,2020,male,primary,3395
Vihiga,2010,female,secondary,9005
Kilifi,2021,male,secondary,845
 ,2016,male,primary,1164
Tharaka-Nithi,2017,female,secondary,5904
Tharaka-Nithi,2017,male,primary,9959
Turkana,2019,female,secondary,5360
Kirinyaga,2014,female,primary,354
Laikipia,2016,female,secondary,1872
Nyandarua,2011,female,secondary,2024
 ,2010,male,secondary,2817
Uasin Gishu,2018,male,secondary,3832
Tana River,2013,female,primary,8257
Kilifi,2019,male,secondary,2581
Meru,2021,male,secondary,9582
Nyandarua,2015,male,secondary,9322
Kericho,2012,female,secondary,2486
Laikipia,2012,female,primary,9026
Mombasa,2011,male,primary,8418
Makueni,2013,male,secondary,2443
Tana River,2014,male,secondary,8919
Samburu,2014,female,primary,1036
Kiambu,2014,female,secondary,8684
Laikipia,2013,male,primary,7435
Makueni,2017,male,secondary,1548
Nyandarua,2012,female,secondary,9335
Siaya,2021,male,secondary,5065
Elgeyo Marakwet,2015,female,secondary,6496
Tana River,2022,female,primary,6183
Siaya,2022,male,secondary,3957
Tharaka-Nithi,2015,male,primary,3407
Nyandarua,2016,male,secondary,639
Mombasa,2012,male,primary,172
Murang'a,2016,male,secondary,5666
Garissa,2015,female,secondary,4354
Murang'a,2016,female,primary,3959
Nairobi,2018,male,secondary,8708
Nairobi,2012,male,primary,8714
Vihiga,2016,male,secondary,2886
Trans Nzoia,2018,female,primary,2164
Bomet,2019,female,primary,3945
Garissa,2010,female,secondary,5235
Trans Nzoia,2012,female,secondary,7746
Mombasa,2014,male,secondary,2590
Taita Taveta,2013,female,secondary,7754
Nairobi,2020,male,primary,4934
Nairobi,2010,male,secondary,4076
Uasin Gishu,2022,male,secondary,5185
Bungoma,2014,female,primary,1093
Tharaka-Nithi,2014,female,secondary,3880
Nyandarua,2020,male,primary,6559
Machakos,2016,female,primary,2785
Bomet,2016,female,secondary,6065
Nairobi,2013,female,secondary,6539
Kirinyaga,2022,female,primary,1574
Tana River,2017,female,secondary,5676
Wajir,2012,male,secondary,8060
Laikipia,2017,female,secondary,3990
Elgeyo Marakwet,2013,male,primary,5210
Taita Taveta,2020,male,primary,4845
Meru,2016,female,secondary,9285
Meru,2016,female,primary,1189
Lamu,2014,female,secondary,2689
Embu,2010,male,secondary,4095
Nakuru,2019,male,primary,1875
Kirinyaga,2021,male,secondary,7768
Kajiado,2017,female,primary,3406
Kirinyaga,2021,female,secondary,9979
Tharaka-Nithi,2018,female,secondary,3932
Kiambu,2019,male,primary,9799
Trans Nzoia,2014,female,primary,8240
Homa Bay,2016,female,primary,5408
Murang'a,2015,female,primary,3861
Mandera,2010,male,secondary,7406
Trans Nzoia,2013,male,primary,2833
Kitui,2012,male,secondary,5285
Embu,2022,male,primary,9589
Laikipia,2013,female,secondary,7645
Narok,2022,male,primary,9023
Elgeyo Marakwet,2021,female,secondary,4777
Kisumu,2017,female,secondary,2735
Nyeri,2012,male,secondary,8278
Kisumu,2015,female,primary,6368
Meru,2014,male,primary,821
Migori,2014,female,secondary,7525
Kitui,2019,male,secondary,162
Turkana,2016,male,primary,7777
Siaya,2021,female,primary,1932
Kitui,2020,female,primary,3535
Kajiado,2011,female,secondary,5956
Samburu,2010,male,primary,3446
Makueni,2019,male,secondary,2790
Kitui,2019,female,primary,2707
Narok,2015,female,primary,7959
Bomet,2017,male,primary,3933
Lamu,2016,female,secondary,3385
Bungoma,2014,male,primary,6636
Kericho,2011,male,primary,922
Kilifi,2015,male,secondary,8089
Turkana,2020,male,secondary,9774
Kirinyaga,2013,male,secondary,564
Migori,2016,male,primary,3258
Lamu,2016,male,secondary,2500
Uasin Gishu,2012,male,secondary,4566
Kakamega,2012,female,primary,9179
Garissa,2019,female,primary,6881
Homa Bay,2012,male,secondary,3636
Homa Bay,2016,male,primary,6030
Nyandarua,2010,male,secondary,223
Machakos,2022,male,secondary,6297
Migori,2010,male,primary,350
West Pokot,2017,female,primary,7314
Bungoma,2012,female,primary,1928
Laikipia,2016,male,secondary,7743
Mombasa,2017,male,primary,8540
Isiolo,2018,male,secondary,4732
Busia,2014,male,secondary,1017
Marsabit,2010,male,primary,2226
Tharaka-Nithi,2016,male,primary,7206
Kajiado,2010,male,secondary,7170
Samburu,2020,male,primary,6207
Makueni,2011,female,secondary,6240
West Pokot,2018,female,secondary,1893
Nyeri,2022,female,primary,5322
Nyandarua,2014,male,primary,7718
Kiambu,2020,female,primary,6878
Turkana,2014,male,primary,1125
Nairobi,2010,male,primary,3117
Machakos,2013,male,primary,4161
Kirinyaga,2013,male,secondary,4042
Kiambu,2015,male,primary,8638
Kisumu,2011,male,primary,2944
Kisumu,2018,male,secondary,7210
Nakuru,2019,male,primary,7653
Busia,2010,male,primary,8787
Siaya,2013,male,secondary,1986
Makueni,2011,female,secondary,1074
Kisumu,2014,female,secondary,4305
Marsabit,2013,female,secondary,3007
Trans Nzoia,2012,male,secondary,969
Bungoma,2019,female,primary,8772
Nairobi,2021,male,secondary,2824
Murang'a,2011,female,primary,1211
Mandera,2013,female,secondary,229
Kisumu,2012,female,secondary,4284
Narok,2014,female,secondary,3185
Siaya,2011,female,primary,501
Bomet,2018,female,secondary,48
Kitui,2017,male,primary,3566
Kirinyaga,2019,male,secondary,3055
Migori,2020,male,primary,8880
Garissa,2012,female,secondary,386
Turkana,2020,male,primary,969
Kajiado,2016,male,primary,9197
Kilifi,2013,female,primary,5820
Kilifi,2021,male,secondary,3052
Mandera,2019,female,primary,7397
 ,2014,male,secondary,2302
Makueni,2017,female,secondary,2283
Tana River,2010,female,secondary,9799
Tharaka-Nithi,2017,male,primary,4366
Isiolo,2012,female,secondary,122
Machakos,2020,male,primary,6799
Kajiado,2019,female,primary,9472
Meru,2017,male,secondary,3727
Laikipia,2014,male,secondary,8450
Nakuru,2013,female,secondary,9139
Nairobi,2020,female,primary,4958
Nyeri,2022,male,secondary,524
Kakamega,2016,female,primary,9079
Narok,2022,male,primary,8399
Vihiga,2012,male,primary,148
Trans Nzoia,2015,male,secondary,8001
Machakos,2022,male,primary,437
Bomet,2010,male,secondary,3749
Kitui,2016,male,primary,8186
Marsabit,2020,male,secondary,4453
Isiolo,2021,female,primary,5336
Nairobi,2020,male,primary,4551
Bomet,2010,female,primary,2823
Siaya,2022,male,secondary,5728
Marsabit,2014,female,primary,8391
Kirinyaga,2011,female,secondary,6996
Vihiga,2016,male,secondary,9663
Homa Bay,2010,male,secondary,2311
Kirinyaga,2018,female,primary,7225
Kericho,2010,male,primary,9713
Tharaka-Nithi,2022,female,secondary,604
Elgeyo Marakwet,2013,female,secondary,8175
Garissa,2022,female,primary,5785
Laikipia,2014,female,secondary,9609
Machakos,2016,male,secondary,4597
Kitui,2016,female,primary,7759
Mombasa,2013,female,secondary,7532
Turkana,2012,male,secondary,8740
Kajiado,2016,male,secondary,838
Meru,2016,male,primary,3815
Nakuru,2018,female,secondary,847
Migori,2011,female,secondary,4709
Migori,2013,female,primary,4507
Kirinyaga,2011,male,primary,6575
Embu,2011,male,primary,4773
Kirinyaga,2019,female,primary,4468
Nyandarua,2018,male,primary,5192
Vihiga,2013,female,primary,3320
Nakuru,2019,male,secondary,4698
Turkana,2018,female,secondary,4311
Mandera,2017,male,secondary,3673
Makueni,2010,female,primary,1564
Vihiga,2020,female,primary,1840
Trans Nzoia,2011,female,secondary,6058
Trans Nzoia,2010,female,primary,7131
Uasin Gishu,2016,female,secondary,726
Embu,2012,male,secondary,9436
Vihiga,2022,female,secondary,6697
Kakamega,2020,male,secondary,9257
Meru,2011,female,primary,282
Isiolo,2015,female,secondary,1081
Nairobi,2016,female,primary,3885
Bungoma,2013,female,primary,2881
Kakamega,2017,male,primary,2970
Bungoma,2017,female,primary,9344
Makueni,2014,male,secondary,6985
Tharaka-Nithi,2019,male,primary,947
Kericho,2021,male,primary,4760
Machakos,2022,male,primary,9909
Samburu,2020,male,secondary,66
Embu,2015,male,secondary,8828
Migori,2019,female,primary,8505
Kisumu,2011,female,secondary,564
Nakuru,2011,male,secondary,9793
Mombasa,2017,male,secondary,9017
Samburu,2012,female,secondary,3670
Uasin Gishu,2020,female,primary,9217
Wajir,2018,male,secondary,2251
Turkana,2017,male,primary,804
Busia,2016,male,primary,4631
Uasin Gishu,2015,female,primary,9583
Wajir,2016,female,primary,1235
Tharaka-Nithi,2016,male,primary,6720
Mandera,2017,male,secondary,6906
Embu,2017,male,primary,6016
Marsabit,2017,female,secondary,3549
Elgeyo Marakwet,2018,female,primary,7938
Kajiado,2016,female,primary,4141
Nyeri,2011,female,secondary,6966
Siaya,2020,female,secondary,9546
Marsabit,2010,female,primary,5335
Kericho,2019,female,primary,5077
Nyandarua,2017,female,secondary,5611
Mombasa,2012,male,secondary,8089
Kakamega,2022,female,secondary,2892
Laikipia,2021,male,secondary,5577
Makueni,2013,female,secondary,3618
Makueni,2022,female,primary,1559
Busia,2014,female,primary,6683
Busia,2015,male,primary,1507
Kiambu,2019,male,primary,2063
Murang'a,2015,female,primary,3642
Murang'a,2012,male,primary,2000
Siaya,2016,female,primary,1294
Tana River,2019,female,primary,4065
Embu,2019,female,secondary,8014
Bungoma,2017,male,secondary,9945
Tharaka-Nithi,2011,female,primary,1603
Nyandarua,2012,female,primary,1322
Machakos,2020,male,secondary,5956
Kajiado,2020,female,secondary,9697
Wajir,2010,male,primary,9318
Machakos,2010,female,primary,8488
Lamu,2016,female,primary,3787
Isiolo,2013,female,primary,2096
Kirinyaga,2015,male,primary,2208
Kisumu,2016,female,secondary,5988
Migori,2016,female,primary,175
Turkana,2016,male,primary,7169
Bomet,2015,female,secondary,6014
West Pokot,2014,female,primary,1667
Kilifi,2021,male,primary,8867
Kakamega,2019,male,secondary,1823
Kiambu,2015,male,secondary,5147
Kajiado,2018,female,secondary,1356
Wajir,2013,male,primary,3072
Isiolo,2015,female,primary,3259
Makueni,2021,male,secondary,6199
Nakuru,2020,male,primary,546
Trans Nzoia,2016,male,primary,5231
Homa Bay,2020,female,primary,7965
Bungoma,2017,male,secondary,2083
Wajir,2020,female,secondary,2040
 ,2020,female,primary,4534
Isiolo,2016,female,secondary,1752
Kitui,2020,male,primary,1849
Samburu,2020,female,primary,2642
Taita Taveta,2019,female,primary,1600
Kakamega,2018,female,secondary,4402
Siaya,2019,male,primary,3799
Mandera,2011,female,primary,618
Kiambu,2013,female,primary,1132
Tana River,2018,female,secondary,5491
Kirinyaga,2019,female,secondary,5795
Machakos,2021,female,secondary,7633
Nyandarua,2021,female,primary,1487
Embu,2012,female,secondary,5009
Kiambu,2018,female,primary,9749
Tharaka-Nithi,2016,female,secondary,2113
Isiolo,2014,female,secondary,1044
Trans Nzoia,2018,male,primary,2431
Migori,2022,male,secondary,7979
Lamu,2015,female,primary,1582
Kitui,2017,male,primary,1308
Kilifi,2013,male,secondary,4917
Garissa,2020,male,secondary,8793
Nakuru,2022,male,primary,1620
Turkana,2017,male,primary,7503
Kisumu,2011,male,secondary,4766
Mandera,2015,male,primary,5362
Laikipia,2022,female,secondary,5192
West Pokot,2015,female,secondary,6622
Kitui,2016,female,secondary,6093
Kajiado,2018,female,primary,6704
Tana River,2020,female,primary,100
Busia,2018,male,secondary,6657
Kajiado,2018,male,primary,5875
Vihiga,2019,male,primary,4271
Mombasa,2019,male,primary,237
Kilifi,2014,female,primary,7226
Mandera,2015,female,primary,8032
Narok,2010,female,primary,5218
Busia,2020,female,secondary,4025
West Pokot,2022,male,secondary,6073
Garissa,2013,female,secondary,2542
Machakos,2012,male,primary,1537
Isiolo,2020,male,secondary,754
Tharaka-Nithi,2020,female,primary,7396
Samburu,2018,female,secondary,7823
Murang'a,2020,male,primary,5507
Narok,2012,male,secondary,4235
Turkana,2022,female,primary,540
Taita Taveta,2021,female,secondary,5510
Tharaka-Nithi,2021,male,primary,7926
Kajiado,2020,male,secondary,5131
Wajir,2013,female,primary,8697
Vihiga,2015,male,primary,1129
Laikipia,2017,male,secondary,3145
Siaya,2014,female,primary,8553
Laikipia,2016,female,secondary,3720
Tana River,2019,male,primary,9648
Busia,2022,female,secondary,4067
Garissa,2019,female,secondary,4195
Murang'a,2020,female,secondary,9873
Embu,2014,female,primary,9244
Busia,2011,male,secondary,7281
Kericho,2011,male,secondary,2509
Mombasa,2010,male,primary,5016
Lamu,2021,male,secondary,6533
Bomet,2019,male,primary,4727
Meru,2020,male,primary,681
Meru,2016,female,secondary,3932
Samburu,2021,male,secondary,5560
Kajiado,2012,female,primary,4016
Wajir,2014,female,primary,7339
Samburu,2015,male,secondary,719
Nakuru,2021,male,secondary,74
Taita Taveta,2017,female,secondary,9485
Kirinyaga,2017,female,primary,4157
Elgeyo Marakwet,2014,female,primary,8511
Siaya,2013,male,primary,2149
Laikipia,2016,male,secondary,9644
Machakos,2019,female,primary,9747
Wajir,2017,female,primary,6713
Wajir,2018,female,secondary,4207
Makueni,2012,male,primary,7141
Turkana,2017,female,secondary,8652
Garissa,2020,female,secondary,9078
Mandera,2019,male,secondary,3936
Murang'a,2014,female,secondary,9307
 ,2021,male,secondary,3876
Kiambu,2017,female,primary,4615
Kitui,2012,female,secondary,7265
Mandera,2013,female,primary,6379
Bungoma,2012,female,secondary,9118
Lamu,2012,male,secondary,4652
Murang'a,2017,female,primary,6792
Wajir,2018,male,secondary,9247
Kajiado,2013,male,secondary,7456
Kisumu,2011,male,secondary,4674
Machakos,2010,female,secondary,541
Kirinyaga,2011,female,primary,2161
Narok,2016,female,primary,2251
Wajir,2021,female,primary,9244
Isiolo,2014,female,primary,4569
Nairobi,2013,male,secondary,2744
Kilifi,2015,female,secondary,6041
Bomet,2012,male,secondary,4675
Machakos,2018,female,secondary,1560
Tana River,2021,male,secondary,1164
Busia,2020,male,secondary,5419
Samburu,2022,male,secondary,2722
Mombasa,2011,male,secondary,470
Bomet,2011,female,secondary,9608
West Pokot,2010,male,secondary,1468
Lamu,2013,female,secondary,7925
Nakuru,2014,female,secondary,808
Kisumu,2010,male,primary,8363
Nyeri,2010,female,primary,6719
West Pokot,2016,male,secondary,5073
Narok,2020,male,secondary,8012
Kajiado,2020,female,primary,1645
Bomet,2012,male,secondary,8249
Migori,2012,female,primary,1129
Tana River,2014,female,secondary,767
Elgeyo Marakwet,2018,female,secondary,3895
Kakamega,2010,female,secondary,8874
Laikipia,2017,male,primary,3454
Garissa,2016,male,secondary,7329
Kitui,2021,male,secondary,1790
Mandera,2020,female,secondary,9669
Kakamega,2018,male,secondary,7734
Narok,2021,female,primary,3906
Bungoma,2019,male,primary,4492
West Pokot,2010,female,secondary,9730
Garissa,2021,male,primary,2073
Uasin Gishu,2019,male,secondary,6269
Kakamega,2011,male,primary,5317
Samburu,2011,male,secondary,810
Elgeyo Marakwet,2021,female,primary,6841
Kakamega,2016,male,primary,2032
Taita Taveta,2017,male,primary,9699
Bungoma,2015,male,primary,7129
Bomet,2017,male,secondary,2705
Homa Bay,2013,male,secondary,8788
Wajir,2012,female,primary,2147
Wajir,2011,male,secondary,615
Nakuru,2020,male,secondary,947
Nakuru,2018,female,primary,5677
Garissa,2010,male,primary,4651
Kajiado,2010,female,secondary,7866
Machakos,2016,male,primary,2013
Wajir,2013,female,secondary,3697
Makueni,2017,male,primary,490
Nyeri,2010,male,primary,4350
Siaya,2011,male,primary,2428
Isiolo,2019,female,secondary,4987
Bomet,2015,female,primary,9479
Siaya,2012,male,secondary,9825
Kitui,2012,female,secondary,4920
Murang'a,2021,female,primary,2926
Busia,2015,female,primary,9544
Bungoma,2016,male,secondary,7282
Uasin Gishu,2020,male,secondary,4376
Turkana,2011,male,secondary,9490
Nakuru,2013,female,secondary,4868
Machakos,2021,male,primary,6986
Wajir,2011,male,secondary,6862
Kisumu,2015,female,primary,4423
Lamu,2020,male,primary,6870
Makueni,2016,female,primary,8159
Homa Bay,2014,female,secondary,2073
Turkana,2020,male,secondary,6170
Murang'a,2016,female,primary,701
Samburu,2010,female,primary,8113
Taita Taveta,2010,female,secondary,6825
Machakos,2010,female,primary,7867
Garissa,2018,male,secondary,4264
Mombasa,2020,male,secondary,7968
Nyandarua,2019,female,primary,8146
Samburu,2012,female,primary,7776
Busia,2014,female,secondary,8558
Mombasa,2016,female,secondary,8719
