County,Year,Gender,Level,Enrollment
Bungoma,2016,Male,Primary,4893.0
Wajir,2018,Male,SECONDARY,343.0
Marsabit,2022,M,P,5398.0
Kakamega,2022,M,primary,8400.0
Turkana,2020,FEMALE,SECONDARY,4736.0
Wajir,2020,Male,S,3406.0
Narok,2010,Female,S,9503.0
Marsabit,2016,Male,P,919.0
Busia,2015,male,Primary,5819.0
Migori,2020,Female,S,2044.0
Taita Taveta,2017,FEMALE,primary,418.0
Murang'a,2020,FEMALE,primary,
Marsabit,2012,Male,Secondary,7378.0
Tharaka-Nithi,2013,FEMALE,S,1099.0
Kilifi,2010,male,S,3392.0
Kisumu,2021,Male,SECONDARY,2772.0
Kilifi,2016,male,Secondary,6784.0
West Pokot,2012,M,S,1545.0
Nyeri,2010,Male,P,1070.0
Nyandarua,2011,M,SECONDARY,6522.0
Laikipia,2014,Male,primary,1850.0
Nairobi,2011,male,P,5053.0
West Pokot,2013,male,Secondary,2939.0
Kiambu,2018,F,Secondary,7194.0
Isiolo,2011,male,S,5851.0
Nairobi,2017,F,P,6673.0
West Pokot,2020,FEMALE,Primary,678.0
Nyeri,2019,Female,Secondary,988.0
Nairobi,2022,F,Secondary,9799.0
Garissa,2016,M,SECONDARY,1502.0
Homa Bay,2014,FEMALE,S,1789.0
Mombasa,2016,Male,primary,5281.0
Kilifi,2016,male,Secondary,5027.0
Uasin Gishu,2012,FEMALE,SECONDARY,1425.0
Uasin Gishu,2019,F,Primary,6654.0
Isiolo,2022,Male,Secondary,2440.0
Siaya,2012,male,SECONDARY,6856.0
Lamu,2018,male,Secondary,7367.0
Uasin Gishu,2012,M,S,9470.0
Nakuru,2018,FEMALE,P,2594.0
Trans Nzoia,2021,F,Secondary,4689.0
Kericho,2018,Female,primary,2436.0
West Pokot,2013,male,S,5517.0
Samburu,2016,Female,Primary,9219.0
Kirinyaga,2014,M,S,6310.0
Makueni,2010,M,primary,3539.0
Laikipia,2019,M,Primary,3483.0
Marsabit,2016,F,SECONDARY,7371.0
Machakos,2013,Female,primary,2241.0
Kitui,2014,F,Secondary,6378.0
Nyandarua,2017,Female,SECONDARY,2765.0
Marsabit,2013,Male,Secondary,9365.0
Kisumu,2020,male,Secondary,4911.0
Laikipia,2013,FEMALE,primary,403.0
 ,2019,male,Secondary,3382.0
Meru,2017,M,SECONDARY,4163.0
Taita Taveta,2019,Male,Secondary,7630.0
Makueni,2016,Female,Primary,87.0
Kirinyaga,2020,F,SECONDARY,9350.0
Turkana,2018,Male,S,
Tharaka-Nithi,2013,Female,P,5470.0
Bungoma,2021,M,SECONDARY,6276.0
Kirinyaga,2014,Female,Primary,5739.0
Murang'a,2010,M,SECONDARY,4273.0
Vihiga,two thousand twelve,FEMALE,primary,9573.0
Machakos,2021,M,P,6523.0
Uasin Gishu,2013,male,primary,5003.0
West Pokot,2020,male,P,8038.0
Wajir,2010,FEMALE,P,6606.0
Bungoma,2011,male,P,2064.0
Nyeri,2014,Female,primary,5315.0
Uasin Gishu,2012,male,Secondary,317.0
Samburu,2017,male,S,1502.0
Elgeyo Marakwet,2019,FEMALE,Primary,6130.0
Narok,2021,Female,primary,7419.0
West Pokot,2020,Male,P,2042.0
Kiambu,2014,male,Secondary,4598.0
Kiambu,2017,FEMALE,Secondary,118.0
Machakos,2017,F,Primary,709.0
Murang'a,2016,Male,SECONDARY,3557.0
Kakamega,2016,FEMALE,SECONDARY,3250.0
West Pokot,2015,male,S,8061.0
Busia,2021,FEMALE,S,8609.0
Kiambu,2018,male,P,2603.0
Elgeyo Marakwet,2022,Female,primary,1101.0
Siaya,2011,Male,Primary,
Tana River,2017,M,S,7857.0
Bungoma,2018,Female,Primary,8177.0
Kajiado,2017,Male,S,6082.0
 ,2010,Male,Primary,6658.0
Makueni,2015,FEMALE,Secondary,2261.0
Kirinyaga,2011,M,S,8021.0
Nakuru,2017,F,S,508.0
Meru,2022,FEMALE,SECONDARY,2379.0
Vihiga,2015,Male,Primary,8879.0
 ,2018,FEMALE,Primary,4752.0
Turkana,2020,FEMALE,Secondary,9484.0
 ,2017,F,SECONDARY,5495.0
Kitui,2022,Female,Secondary,3209.0
Garissa,2011,FEMALE,Primary,7398.0
Kitui,2015,male,P,6743.0
Kericho,2019,FEMALE,Secondary,5648.0
Uasin Gishu,two thousand twelve,F,SECONDARY,5171.0
Isiolo,2019,M,primary,7890.0
Nyandarua,2011,F,SECONDARY,324.0
Kirinyaga,2014,FEMALE,primary,3557.0
Siaya,2013,M,primary,3587.0
Garissa,2015,F,primary,151.0
Bungoma,2012,M,P,954.0
Meru,2021,Female,primary,4354.0
Vihiga,2012,Male,Secondary,7160.0
Embu,2012,male,P,9383.0
Kiambu,2022,Male,SECONDARY,687.0
Mombasa,2011,M,primary,8501.0
Bungoma,2020,FEMALE,P,9694.0
Isiolo,2015,FEMALE,P,3127.0
Siaya,2011,Female,Secondary,
Nyeri,2020,M,primary,3395.0
Vihiga,2010,Female,S,9005.0
Kilifi,2021,male,Secondary,845.0
 ,2016,Male,Primary,1164.0
Tharaka-Nithi,2017,F,Secondary,5904.0
Tharaka-Nithi,2017,male,Primary,9959.0
Turkana,2019,F,Secondary,5360.0
Kirinyaga,2014,Female,P,354.0
Laikipia,2016,F,S,1872.0
Nyandarua,2011,FEMALE,SECONDARY,2024.0
 ,2010,M,SECONDARY,2817.0
Uasin Gishu,2018,male,SECONDARY,3832.0
Tana River,2013,Female,P,8257.0
Kilifi,2019,male,Secondary,2581.0
Meru,2021,Male,SECONDARY,9582.0
Nyandarua,2015,Male,S,9322.0
Kericho,2012,F,Secondary,2486.0
Laikipia,2012,F,primary,9026.0
Mombasa,2011,Male,Primary,8418.0
Makueni,2013,M,S,2443.0
Tana River,2014,Male,S,8919.0
Samburu,2014,Female,primary,1036.0
Kiambu,2014,F,Secondary,8684.0
Laikipia,2013,male,P,7435.0
Makueni,2017,male,SECONDARY,1548.0
Nyandarua,2012,F,S,9335.0
Siaya,2021,M,Secondary,5065.0
Elgeyo Marakwet,2015,FEMALE,SECONDARY,6496.0
Tana River,2022,FEMALE,primary,6183.0
Siaya,2022,M,Secondary,3957.0
Tharaka-Nithi,2015,Male,Primary,3407.0
Nyandarua,2016,M,Secondary,639.0
Mombasa,2012,Male,Primary,172.0
Murang'a,2016,Male,SECONDARY,5666.0
Garissa,2015,FEMALE,SECONDARY,4354.0
Murang'a,2016,FEMALE,Primary,3959.0
Nairobi,2018,male,S,8708.0
Nairobi,2012,Male,Primary,8714.0
Vihiga,2016,Male,SECONDARY,2886.0
Trans Nzoia,2018,Female,Primary,2164.0
Bomet,2019,Female,P,3945.0
Garissa,2010,Female,Secondary,5235.0
Trans Nzoia,2012,F,SECONDARY,7746.0
Mombasa,2014,M,S,2590.0
Taita Taveta,2013,F,S,7754.0
Nairobi,2020,Male,primary,4934.0
Nairobi,2010,Male,S,4076.0
Uasin Gishu,2022,Male,SECONDARY,5185.0
Bungoma,2014,F,Primary,1093.0
Tharaka-Nithi,2014,F,SECONDARY,3880.0
Nyandarua,2020,male,Primary,6559.0
Machakos,2016,Female,primary,2785.0
Bomet,2016,Female,Secondary,6065.0
Nairobi,2013,Female,SECONDARY,6539.0
Kirinyaga,2022,Female,P,1574.0
Tana River,2017,F,SECONDARY,5676.0
Wajir,2012,Male,SECONDARY,8060.0
Laikipia,2017,F,SECONDARY,3990.0
Elgeyo Marakwet,2013,M,Primary,5210.0
Taita Taveta,2020,M,P,4845.0
Meru,2016,F,Secondary,9285.0
Meru,2016,FEMALE,Primary,1189.0
Lamu,2014,Female,S,2689.0
Embu,2010,Male,SECONDARY,4095.0
Nakuru,2019,male,Primary,1875.0
Kirinyaga,2021,Male,S,7768.0
Kajiado,2017,FEMALE,Primary,3406.0
Kirinyaga,2021,Female,Secondary,9979.0
Tharaka-Nithi,2018,F,Secondary,3932.0
Kiambu,2019,Male,P,9799.0
Trans Nzoia,2014,FEMALE,Primary,8240.0
Homa Bay,2016,Female,primary,5408.0
Murang'a,2015,FEMALE,primary,3861.0
Mandera,2010,male,S,7406.0
Trans Nzoia,2013,male,primary,2833.0
Kitui,2012,M,SECONDARY,5285.0
Embu,2022,M,P,9589.0
Laikipia,2013,Female,S,7645.0
Narok,2022,M,primary,9023.0
Elgeyo Marakwet,2021,FEMALE,SECONDARY,4777.0
Kisumu,2017,F,SECONDARY,2735.0
Kiambu,2010,Male,primary,
Nyeri,2012,Male,S,8278.0
Kisumu,2015,FEMALE,Primary,6368.0
Meru,2014,Male,P,821.0
Migori,2014,F,S,7525.0
Kitui,2019,Male,S,162.0
Turkana,2016,Male,Primary,7777.0
Siaya,2021,F,Primary,1932.0
Kitui,2020,F,Primary,3535.0
Kajiado,2011,F,S,5956.0
Samburu,2010,M,primary,3446.0
Makueni,2019,male,SECONDARY,2790.0
Kitui,2019,Female,primary,2707.0
Narok,2015,FEMALE,primary,7959.0
Bomet,2017,Male,primary,3933.0
Lamu,2016,F,Secondary,3385.0
Bungoma,2014,male,primary,6636.0
Kericho,2011,M,Primary,922.0
Kilifi,2015,M,Secondary,8089.0
Turkana,2020,M,SECONDARY,9774.0
Kirinyaga,2013,M,S,564.0
Migori,2016,M,Primary,3258.0
Lamu,2016,Male,Secondary,2500.0
Uasin Gishu,2012,Male,S,4566.0
Kakamega,2012,FEMALE,Primary,9179.0
Garissa,2019,Female,Primary,6881.0
Homa Bay,2012,male,S,3636.0
Homa Bay,2016,Male,P,6030.0
Nyandarua,2010,M,SECONDARY,223.0
Machakos,2022,male,SECONDARY,6297.0
Migori,2010,male,P,350.0
West Pokot,2017,FEMALE,Primary,7314.0
Bungoma,2012,Female,primary,1928.0
Laikipia,2016,M,SECONDARY,7743.0
Mombasa,2017,Male,primary,8540.0
Isiolo,2018,male,Secondary,4732.0
Busia,2014,M,SECONDARY,1017.0
Marsabit,2010,male,Primary,2226.0
Tharaka-Nithi,2016,male,primary,7206.0
Kajiado,2010,male,SECONDARY,7170.0
Samburu,2020,M,Primary,6207.0
Kajiado,2018,Female,S,
Makueni,2011,FEMALE,Secondary,6240.0
West Pokot,2018,Female,SECONDARY,1893.0
Nyeri,2022,FEMALE,P,5322.0
Nyandarua,2014,M,Primary,7718.0
Kiambu,2020,FEMALE,primary,6878.0
Turkana,2014,M,primary,1125.0
Nairobi,2010,M,primary,3117.0
Machakos,2013,Male,primary,4161.0
Kirinyaga,2013,Male,SECONDARY,4042.0
Tana River,two thousand twelve,Male,P,4433.0
Kiambu,2015,Male,primary,8638.0
Garissa,2019,male,SECONDARY,
Machakos,2011,male,P,
Kisumu,2011,Male,Primary,2944.0
Kisumu,2018,Male,SECONDARY,7210.0
Nakuru,2019,M,P,7653.0
Busia,2010,Male,Primary,8787.0
Siaya,2013,M,SECONDARY,1986.0
Makueni,2011,F,S,1074.0
Kisumu,2014,F,Secondary,4305.0
Marsabit,2013,FEMALE,S,3007.0
Trans Nzoia,2012,male,S,969.0
Bungoma,2019,FEMALE,P,8772.0
Nairobi,2021,M,Secondary,2824.0
Murang'a,2011,FEMALE,Primary,1211.0
Mandera,2013,FEMALE,S,229.0
Kisumu,2012,Female,SECONDARY,4284.0
Narok,2014,Female,S,3185.0
Siaya,2011,Female,P,501.0
Bomet,2018,Female,SECONDARY,48.0
Kitui,2017,male,P,3566.0
Kirinyaga,2019,male,S,3055.0
Migori,2020,M,P,8880.0
Garissa,2012,FEMALE,SECONDARY,386.0
Turkana,2020,male,P,969.0
Kajiado,2016,M,Primary,9197.0
Kilifi,2013,F,primary,5820.0
Kilifi,2021,male,SECONDARY,3052.0
Mandera,2019,FEMALE,Primary,7397.0
 ,2014,male,Secondary,2302.0
Makueni,2017,Female,S,2283.0
Tana River,2010,F,Secondary,9799.0
Tharaka-Nithi,2017,male,Primary,4366.0
Isiolo,2012,Female,SECONDARY,122.0
Machakos,2020,male,primary,6799.0
Kajiado,2019,F,primary,9472.0
Meru,2017,Male,S,3727.0
Laikipia,2014,M,S,8450.0
Nakuru,2013,Female,SECONDARY,9139.0
Nairobi,2020,FEMALE,primary,4958.0
Nyeri,2022,M,S,524.0
Kakamega,2016,FEMALE,P,9079.0
Narok,2022,M,primary,8399.0
Vihiga,2012,Male,primary,148.0
Trans Nzoia,2015,male,S,8001.0
Machakos,2022,male,primary,437.0
Bomet,2010,Male,S,3749.0
Kitui,2016,M,P,8186.0
Marsabit,2020,M,SECONDARY,4453.0
Isiolo,2021,Female,primary,5336.0
Nairobi,2020,Male,Primary,4551.0
Bomet,2010,Female,P,2823.0
Siaya,2022,male,Secondary,5728.0
Kitui,2019,Male,SECONDARY,
Marsabit,2014,F,Primary,8391.0
Elgeyo Marakwet,2019,F,primary,
Kirinyaga,2011,F,SECONDARY,6996.0
Vihiga,2016,M,SECONDARY,9663.0
Homa Bay,2010,M,Secondary,2311.0
Kirinyaga,2018,F,P,7225.0
Kericho,2010,Male,Primary,9713.0
Tharaka-Nithi,2022,F,S,604.0
Elgeyo Marakwet,2013,Female,S,8175.0
Garissa,2022,F,primary,5785.0
Laikipia,2014,FEMALE,S,9609.0
Machakos,2016,M,S,4597.0
Kitui,2016,F,P,7759.0
Mombasa,2013,F,SECONDARY,7532.0
Turkana,2012,M,SECONDARY,8740.0
Kajiado,2016,Male,SECONDARY,838.0
Meru,2016,male,Primary,3815.0
Nakuru,2018,Female,S,847.0
Migori,2011,Female,SECONDARY,4709.0
Migori,2013,Female,P,4507.0
Kirinyaga,2011,M,Primary,6575.0
Embu,2011,Male,primary,4773.0
Kirinyaga,2019,F,P,4468.0
Nyandarua,2018,Male,primary,5192.0
Vihiga,2013,FEMALE,primary,3320.0
Nakuru,2019,male,SECONDARY,4698.0
Turkana,2018,FEMALE,S,4311.0
Mandera,2017,male,S,3673.0
Makueni,2010,FEMALE,primary,1564.0
Vihiga,2020,FEMALE,primary,1840.0
Trans Nzoia,2011,Female,SECONDARY,6058.0
Trans Nzoia,2010,Female,P,7131.0
Uasin Gishu,2016,FEMALE,Secondary,726.0
Embu,2012,Male,Secondary,9436.0
Vihiga,2022,FEMALE,Secondary,6697.0
Kakamega,2020,Male,Secondary,9257.0
Meru,2011,FEMALE,Primary,282.0
Isiolo,2015,F,S,1081.0
Nairobi,2016,FEMALE,primary,3885.0
Bungoma,2013,F,Primary,2881.0
Kakamega,2017,male,primary,2970.0
Bungoma,2017,F,Primary,9344.0
Makueni,2014,male,SECONDARY,6985.0
Tharaka-Nithi,2019,male,Primary,947.0
Kericho,2021,Male,Primary,4760.0
Machakos,2022,male,Primary,9909.0
Samburu,2020,M,S,66.0
Embu,2015,Male,SECONDARY,8828.0
Migori,2019,FEMALE,P,8505.0
Kisumu,2011,F,Secondary,564.0
Nakuru,2011,Male,Secondary,9793.0
Mombasa,2017,male,SECONDARY,9017.0
Samburu,2012,FEMALE,S,3670.0
Uasin Gishu,2020,Female,P,9217.0
Wajir,2018,M,Secondary,2251.0
Turkana,2017,M,Primary,804.0
Busia,2016,Male,P,4631.0
Uasin Gishu,2015,Female,primary,9583.0
Wajir,2016,FEMALE,primary,1235.0
Tharaka-Nithi,2016,Male,Primary,6720.0
Mandera,2017,Male,SECONDARY,6906.0
Embu,2017,male,P,6016.0
Marsabit,2017,Female,Secondary,3549.0
Elgeyo Marakwet,2018,Female,primary,7938.0
Kajiado,2016,FEMALE,P,4141.0
Nyeri,2011,F,S,6966.0
Siaya,2020,FEMALE,Secondary,9546.0
Marsabit,2010,FEMALE,Primary,5335.0
Kericho,2019,FEMALE,primary,5077.0
Nyandarua,2017,FEMALE,SECONDARY,5611.0
Mombasa,2012,M,Secondary,8089.0
Kakamega,2022,F,S,2892.0
Laikipia,2021,M,SECONDARY,5577.0
Makueni,2013,F,SECONDARY,3618.0
Makueni,2022,FEMALE,P,1559.0
Busia,2014,F,primary,6683.0
Busia,2015,male,P,1507.0
Kiambu,2019,Male,P,2063.0
Murang'a,2015,Female,primary,3642.0
Murang'a,2012,Male,primary,2000.0
Siaya,2016,Female,Primary,1294.0
Tana River,2019,Female,P,4065.0
Embu,2019,FEMALE,Secondary,8014.0
Bungoma,2017,male,Secondary,9945.0
Tharaka-Nithi,2011,FEMALE,primary,1603.0
Nyandarua,2012,FEMALE,primary,1322.0
Machakos,2020,M,Secondary,5956.0
Vihiga,2021,Female,P,
West Pokot,two thousand twelve,FEMALE,S,1098.0
Kajiado,2015,male,Primary,
Kajiado,2020,Female,S,9697.0
Wajir,2010,male,Primary,9318.0
Machakos,2010,Female,Primary,8488.0
Lamu,2016,F,Primary,3787.0
Isiolo,2013,Female,P,2096.0
Kirinyaga,2015,male,P,2208.0
Kisumu,2016,F,S,5988.0
Migori,2016,F,P,175.0
Turkana,2016,male,P,7169.0
Bomet,2015,FEMALE,Secondary,6014.0
West Pokot,2014,FEMALE,primary,1667.0
Kilifi,2021,male,Primary,8867.0
Kakamega,2019,Male,Secondary,1823.0
Kiambu,2015,male,SECONDARY,5147.0
Kajiado,2018,F,SECONDARY,1356.0
Wajir,2013,male,P,3072.0
Isiolo,2015,F,primary,3259.0
Makueni,2021,M,S,6199.0
Nakuru,2020,M,Primary,546.0
Trans Nzoia,2016,M,P,5231.0
Homa Bay,2020,FEMALE,P,7965.0
Bungoma,2017,M,Secondary,2083.0
Wajir,2020,Female,SECONDARY,2040.0
 ,2020,Female,P,4534.0
Isiolo,2016,Female,SECONDARY,1752.0
Lamu,two thousand twelve,FEMALE,SECONDARY,9807.0
Kitui,2020,male,primary,1849.0
Samburu,2020,FEMALE,P,2642.0
Taita Taveta,2019,FEMALE,P,1600.0
Kakamega,2018,Female,Secondary,4402.0
Siaya,2019,M,primary,3799.0
Mandera,2011,Female,primary,618.0
Kiambu,2013,FEMALE,primary,1132.0
Tana River,2018,FEMALE,Secondary,5491.0
Kirinyaga,2019,Female,SECONDARY,5795.0
Machakos,2021,F,SECONDARY,7633.0
Nyandarua,2021,Female,Primary,1487.0
Vihiga,2022,Female,SECONDARY,
Embu,2012,Female,S,5009.0
Kiambu,2018,F,Primary,9749.0
Tharaka-Nithi,2016,Female,SECONDARY,2113.0
Isiolo,2014,FEMALE,SECONDARY,1044.0
Trans Nzoia,2018,male,primary,2431.0
Migori,2022,male,Secondary,7979.0
Lamu,2015,F,P,1582.0
Kitui,2017,male,primary,1308.0
Kilifi,2013,M,S,4917.0
Garissa,2020,Male,Secondary,8793.0
Nakuru,2022,M,primary,1620.0
Turkana,2017,M,primary,7503.0
Kisumu,2011,M,Secondary,4766.0
Mandera,2015,Male,primary,5362.0
Laikipia,2022,FEMALE,S,5192.0
West Pokot,2015,F,Secondary,6622.0
Kitui,2016,F,S,6093.0
Kajiado,2018,F,primary,6704.0
Tana River,2020,F,primary,100.0
Busia,2018,Male,S,6657.0
Kajiado,2018,M,P,5875.0
Vihiga,2019,M,P,4271.0
Mombasa,2019,M,Primary,237.0
Kilifi,2014,F,Primary,7226.0
Mandera,2015,Female,P,8032.0
Narok,2010,FEMALE,primary,5218.0
Busia,2020,FEMALE,SECONDARY,4025.0
West Pokot,2022,M,S,6073.0
Garissa,2013,F,Secondary,2542.0
Machakos,2012,Male,Primary,1537.0
Isiolo,2020,Male,S,754.0
Tharaka-Nithi,2020,Female,P,7396.0
Samburu,2018,FEMALE,Secondary,7823.0
Murang'a,2020,M,P,5507.0
Narok,2012,M,SECONDARY,4235.0
Turkana,2022,FEMALE,P,540.0
Taita Taveta,2021,FEMALE,S,5510.0
Siaya,2019,male,SECONDARY,
Tharaka-Nithi,2021,male,Primary,7926.0
Kajiado,2020,Male,Secondary,5131.0
Wajir,2013,FEMALE,Primary,8697.0
Vihiga,2015,male,Primary,1129.0
Laikipia,2017,male,S,3145.0
Siaya,2014,F,primary,8553.0
Laikipia,2016,F,SECONDARY,3720.0
Tana River,2019,M,Primary,9648.0
Busia,2022,FEMALE,S,4067.0
Garissa,2019,F,Secondary,4195.0
Murang'a,2020,Female,Secondary,9873.0
Embu,2014,F,primary,9244.0
Busia,2011,M,SECONDARY,7281.0
Kericho,2011,male,S,2509.0
Mombasa,2010,Male,primary,5016.0
Lamu,2021,M,SECONDARY,6533.0
Bomet,2019,male,Primary,4727.0
Meru,2020,Male,primary,681.0
Meru,2016,F,S,3932.0
Samburu,2021,M,Secondary,5560.0
Kajiado,2012,F,P,4016.0
Wajir,2014,Female,primary,7339.0
Samburu,2015,Male,Secondary,719.0
Nakuru,2021,M,Secondary,74.0
Taita Taveta,2017,Female,SECONDARY,9485.0
Kirinyaga,2017,F,Primary,4157.0
Elgeyo Marakwet,2014,F,primary,8511.0
Siaya,2013,Male,primary,2149.0
Laikipia,2016,Male,S,9644.0
Machakos,2019,F,primary,9747.0
Wajir,2017,F,P,6713.0
Wajir,2018,FEMALE,S,4207.0
Makueni,2012,Male,P,7141.0
Turkana,2017,F,Secondary,8652.0
Garissa,2020,FEMALE,S,9078.0
Mandera,2019,Male,S,3936.0
Murang'a,2014,FEMALE,SECONDARY,9307.0
Kirinyaga,2019,male,SECONDARY,
 ,2021,male,SECONDARY,3876.0
Kiambu,2017,FEMALE,Primary,4615.0
Kitui,2012,F,Secondary,7265.0
Mandera,2013,Female,primary,6379.0
Bungoma,2012,FEMALE,S,9118.0
Lamu,2012,male,Secondary,4652.0
Murang'a,2017,F,primary,6792.0
Wajir,2018,M,S,9247.0
Kajiado,2013,Male,S,7456.0
Kisumu,2011,M,SECONDARY,4674.0
Machakos,2010,FEMALE,SECONDARY,541.0
Kirinyaga,2011,Female,P,2161.0
Narok,2016,FEMALE,primary,2251.0
Wajir,2021,FEMALE,Primary,9244.0
Isiolo,2014,FEMALE,primary,4569.0
Nairobi,2013,Male,Secondary,2744.0
Kilifi,2015,FEMALE,S,6041.0
Bomet,2012,male,SECONDARY,4675.0
Machakos,2018,FEMALE,SECONDARY,1560.0
Tana River,2021,M,S,1164.0
Busia,2020,M,S,5419.0
Samburu,2022,M,Secondary,2722.0
Mombasa,2011,M,S,470.0
Bomet,2011,FEMALE,Secondary,9608.0
West Pokot,2010,M,SECONDARY,1468.0
Lamu,2013,Female,S,7925.0
Nakuru,2014,Female,S,808.0
Kisumu,2010,Male,primary,8363.0
Nyeri,2010,FEMALE,P,6719.0
West Pokot,2016,Male,SECONDARY,5073.0
Narok,2020,M,Secondary,8012.0
Kajiado,2020,F,P,1645.0
Bomet,2012,M,Secondary,8249.0
Migori,2012,FEMALE,Primary,1129.0
Kilifi,2017,male,Primary,
Tana River,2014,Female,Secondary,767.0
Elgeyo Marakwet,2018,FEMALE,S,3895.0
Kakamega,2010,FEMALE,SECONDARY,8874.0
Laikipia,2017,male,Primary,3454.0
Garissa,2016,M,Secondary,7329.0
Kitui,2021,male,SECONDARY,1790.0
Mandera,2020,F,SECONDARY,9669.0
Turkana,2022,Male,S,
Kakamega,2018,Male,SECONDARY,7734.0
Narok,2021,F,P,3906.0
Bungoma,2019,Male,Primary,4492.0
West Pokot,2010,Female,Secondary,9730.0
Garissa,2021,Male,P,2073.0
 ,2015,F,P,
Uasin Gishu,2019,M,Secondary,6269.0
Kakamega,2011,Male,primary,5317.0
Samburu,2011,Male,SECONDARY,810.0
Elgeyo Marakwet,2021,F,primary,6841.0
Kakamega,2016,Male,primary,2032.0
Taita Taveta,2017,male,P,9699.0
Bungoma,2015,Male,Primary,7129.0
Bomet,2017,male,S,2705.0
Homa Bay,2013,M,SECONDARY,8788.0
Wajir,2012,FEMALE,Primary,2147.0
Wajir,2011,Male,Secondary,615.0
Nakuru,2020,M,SECONDARY,947.0
Nakuru,2018,Female,Primary,5677.0
Garissa,2010,male,primary,4651.0
Kajiado,2010,Female,Secondary,7866.0
Machakos,2016,male,P,2013.0
Wajir,2013,FEMALE,SECONDARY,3697.0
Makueni,2017,M,P,490.0
Nyeri,2010,male,Primary,4350.0
Siaya,2011,Male,primary,2428.0
Isiolo,2019,Female,S,4987.0
Busia,two thousand twelve,M,P,8733.0
Bomet,2015,FEMALE,Primary,9479.0
Siaya,2012,Male,S,9825.0
Kitui,2012,FEMALE,Secondary,4920.0
Murang'a,2021,FEMALE,P,2926.0
Busia,2015,F,Primary,9544.0
Bungoma,2016,M,S,7282.0
Uasin Gishu,2020,Male,SECONDARY,4376.0
Turkana,2011,male,Secondary,9490.0
Nakuru,2013,Female,SECONDARY,4868.0
Machakos,2021,Male,P,6986.0
Wajir,2011,M,Secondary,6862.0
Kisumu,2015,Female,primary,4423.0
Lamu,2020,M,Primary,6870.0
Makueni,2016,Female,P,8159.0
Homa Bay,2014,F,SECONDARY,2073.0
Turkana,2020,male,SECONDARY,6170.0
Murang'a,2016,FEMALE,P,701.0
Samburu,2010,F,P,8113.0
Taita Taveta,2010,F,SECONDARY,6825.0
Machakos,2010,Female,P,7867.0
Garissa,2018,Male,SECONDARY,4264.0
Mombasa,2020,M,Secondary,7968.0
Nyandarua,2019,F,primary,8146.0
Samburu,2012,F,P,7776.0
Busia,2014,F,SECONDARY,8558.0
Mombasa,2016,Female,S,8719.0
Kericho,2018,Male,SECONDARY,4886.0
Kilifi,2022,FEMALE,P,3935.0
Kajiado,2015,Male,SECONDARY,4619.0
Tana River,2012,Male,SECONDARY,
Narok,2013,Male,primary,6875.0
Kirinyaga,2013,F,Secondary,
Tana River,2021,F,P,5401.0
Bomet,2014,male,SECONDARY,3022.0
Kisumu,2020,FEMALE,Secondary,5738.0
Wajir,2021,F,SECONDARY,5984.0
Kakamega,2012,M,primary,1770.0
Tana River,2012,F,SECONDARY,9969.0
Kirinyaga,2022,Female,primary,8989.0
Busia,2022,male,P,3215.0
Vihiga,2019,FEMALE,primary,6694.0
Turkana,2011,Male,P,2976.0
Homa Bay,2017,M,SECONDARY,3737.0
Narok,2014,Female,primary,9903.0
Tana River,2022,F,S,752.0
Vihiga,2012,F,SECONDARY,1392.0
Kitui,2020,M,SECONDARY,6789.0
Tharaka-Nithi,2017,Female,primary,677.0
Laikipia,2014,F,SECONDARY,105.0
Kitui,2016,M,primary,4753.0
Mandera,2013,FEMALE,S,1946.0
Kilifi,2017,M,Secondary,5544.0
Tharaka-Nithi,2014,Female,SECONDARY,1095.0
Turkana,2017,FEMALE,Secondary,6985.0
Kitui,2013,M,S,1782.0
Meru,2018,Female,P,4541.0
Bungoma,2015,Female,S,3257.0
Bungoma,2022,Male,S,6213.0
Samburu,2022,FEMALE,primary,4869.0
Tana River,2015,male,P,1561.0
Laikipia,2013,Male,P,4006.0
West Pokot,2014,Male,P,9867.0
Turkana,2017,Female,S,9314.0
Elgeyo Marakwet,2020,FEMALE,S,3981.0
Murang'a,2014,Female,Secondary,9493.0
Nyeri,2021,male,S,5682.0
Isiolo,2011,male,Primary,5782.0
Kitui,2014,male,primary,943.0
Embu,2020,male,S,4550.0
Tana River,2011,Male,P,9137.0
 ,2013,M,S,600.0
Narok,2014,male,SECONDARY,6376.0
Kisumu,2012,M,Secondary,9609.0
Siaya,2014,F,Secondary,1524.0
Taita Taveta,2013,male,Secondary,3766.0
Taita Taveta,2012,Male,Secondary,250.0
Laikipia,2010,Female,Secondary,9736.0
Murang'a,2017,F,Secondary,78.0
Tharaka-Nithi,2010,Female,P,3123.0
Laikipia,2018,Male,P,9089.0
Nyeri,2014,M,S,7064.0
West Pokot,2015,male,P,8417.0
Narok,2014,male,S,1209.0
Kajiado,2011,F,Secondary,5153.0
Tharaka-Nithi,2019,FEMALE,S,4898.0
Meru,2010,FEMALE,primary,2178.0
Kitui,2011,Female,P,7610.0
Nairobi,2013,M,Primary,8895.0
Wajir,2015,FEMALE,Secondary,2544.0
Trans Nzoia,2012,Male,Secondary,5522.0
Kiambu,2018,M,Secondary,
Tharaka-Nithi,2022,M,S,3281.0
Elgeyo Marakwet,2015,male,Secondary,4710.0
Busia,2019,Male,S,
Lamu,2017,M,SECONDARY,5579.0
Kajiado,2018,Male,primary,4228.0
